strategy,token,pair,entry_time,exit_time,entry_price,exit_price,pnl_gross_pct,pnl_net_pct,exit_reason,hold_candles
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767596400000,1767632400000,0.0377835079,0.0385811419,2.1111,1.3111,trail,10
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767722400000,1767736800000,0.0392190078,0.0398736443,1.6692,0.8692,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767751200000,1767776400000,0.0389347815,0.0384308969,-1.2942,-2.0942,trail,7
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767780000000,1767790800000,0.0387076650,0.0380511141,-1.6962,-2.4962,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767801600000,1767823200000,0.0379024636,0.0376237730,-0.7353,-1.5353,trail,6
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767834000000,1767852000000,0.0377284259,0.0371097998,-1.6397,-2.4397,trail,5
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767855600000,1767866400000,0.0370164972,0.0363908663,-1.6901,-2.4901,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767880800000,1767884400000,0.0359491753,0.0360460011,0.2693,-0.5307,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767906000000,1767945600000,0.0365710905,0.0362559863,-0.8616,-1.6616,trail,10
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768028400000,1768082400000,0.0362163075,0.0373618710,3.1631,2.3631,trail,15
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768172400000,1768201200000,0.0368633458,0.0367156947,-0.4005,-1.2005,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768215600000,1768226400000,0.0365847278,0.0359488169,-1.7382,-2.5382,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768230000000,1768237200000,0.0368721774,0.0365242478,-0.9436,-1.7436,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768255200000,1768284000000,0.0361194687,0.0367203757,1.6637,0.8637,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768431600000,1768442400000,0.0386764765,0.0387614286,0.2196,-0.5804,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768453200000,1768474800000,0.0378744151,0.0374845376,-1.0294,-1.8294,trail,6
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768478400000,1768489200000,0.0375868826,0.0364592762,-3.0000,-3.8000,sl,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768492800000,1768500000000,0.0368895845,0.0362851699,-1.6384,-2.4384,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768503600000,1768561200000,0.0361978383,0.0359344775,-0.7276,-1.5276,trail,16
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768579200000,1768687200000,0.0360028374,0.0365019148,1.3862,0.5862,trail,29
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768719600000,1768734000000,0.0362918802,0.0359598104,-0.9150,-1.7150,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768788000000,1768824000000,0.0331148149,0.0327603721,-1.0703,-1.8703,trail,10
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768827600000,1768888800000,0.0329645866,0.0330859746,0.3682,-0.4318,trail,17
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768903200000,1768914000000,0.0325083904,0.0318582226,-2.0000,-2.8000,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768917600000,1768924800000,0.0321673461,0.0315239992,-2.0000,-2.8000,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768939200000,1768946400000,0.0310947799,0.0304728843,-2.0000,-2.8000,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768953600000,1768986000000,0.0311793316,0.0311292688,-0.1606,-0.9606,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769004000000,1769011200000,0.0312150817,0.0302786293,-3.0000,-3.8000,sl,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769018400000,1769022000000,0.0300806910,0.0309065779,2.7456,1.9456,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769040000000,1769061600000,0.0306976978,0.0303154178,-1.2453,-2.0453,trail,6
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769065200000,1769068800000,0.0304401941,0.0298313902,-2.0000,-2.8000,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769072400000,1769083200000,0.0303407744,0.0297339589,-2.0000,-2.8000,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769097600000,1769115600000,0.0293761576,0.0288328602,-1.8495,-2.6495,trail,5
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769119200000,1769155200000,0.0294188772,0.0297951088,1.2789,0.4789,trail,10
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769202000000,1769223600000,0.0293916245,0.0296689035,0.9434,0.1434,trail,6
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769320800000,1769349600000,0.0296956700,0.0293565856,-1.1419,-1.9419,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769353200000,1769356800000,0.0296825577,0.0287920810,-3.0000,-3.8000,sl,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769360400000,1769364000000,0.0288428158,0.0282659595,-2.0000,-2.8000,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769374800000,1769385600000,0.0279317788,0.0279115942,-0.0723,-0.8723,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769389200000,1769396400000,0.0292247506,0.0283480081,-3.0000,-3.8000,sl,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769400000000,1769428800000,0.0287502781,0.0290091955,0.9006,0.1006,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769486400000,1769515200000,0.0290946657,0.0286798347,-1.4258,-2.2258,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769526000000,1769529600000,0.0292320259,0.0293909567,0.5437,-0.2563,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769536800000,1769572800000,0.0289700646,0.0287002520,-0.9313,-1.7313,trail,10
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769619600000,1769637600000,0.0289905057,0.0281207905,-3.0000,-3.8000,sl,5
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769655600000,1769673600000,0.0283749891,0.0281779815,-0.6943,-1.4943,trail,5
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769677200000,1769688000000,0.0281701195,0.0276067171,-2.0000,-2.8000,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769702400000,1769706000000,0.0267960232,0.0266448756,-0.5641,-1.3641,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769713200000,1769734800000,0.0264781052,0.0256837620,-3.0000,-3.8000,sl,6
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769742000000,1769752800000,0.0258926809,0.0256579636,-0.9065,-1.7065,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769756400000,1769770800000,0.0262251485,0.0263132556,0.3360,-0.4640,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769835600000,1769839200000,0.0262607163,0.0260570461,-0.7756,-1.5756,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769853600000,1769864400000,0.0254195068,0.0249111166,-2.0000,-2.8000,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769871600000,1769875200000,0.0237284018,0.0233755458,-1.4871,-2.2871,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769886000000,1769900400000,0.0224365459,0.0227954610,1.5997,0.7997,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769904000000,1769940000000,0.0233255864,0.0239519658,2.6854,1.8854,trail,10
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769965200000,1769968800000,0.0230566683,0.0230060595,-0.2195,-1.0195,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769983200000,1769986800000,0.0228507165,0.0225683747,-1.2356,-2.0356,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769990400000,1769994000000,0.0233413799,0.0231789833,-0.6957,-1.4957,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770012000000,1770062400000,0.0231464131,0.0236593780,2.2162,1.4162,trail,14
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770145200000,1770148800000,0.0239731209,0.0245002492,2.1988,1.3988,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770163200000,1770181200000,0.0240911311,0.0240809146,-0.0424,-0.8424,trail,5
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770228000000,1770231600000,0.0231604570,0.0230285648,-0.5695,-1.3695,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770246000000,1770256800000,0.0229876709,0.0226318725,-1.5478,-2.3478,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770267600000,1770271200000,0.0223498880,0.0219028903,-2.0000,-2.8000,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770274800000,1770285600000,0.0220576417,0.0219735184,-0.3814,-1.1814,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770289200000,1770296400000,0.0216780371,0.0212932732,-1.7749,-2.5749,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770300000000,1770303600000,0.0213936638,0.0207518539,-3.0000,-3.8000,sl,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770314400000,1770321600000,0.0201970870,0.0195911744,-3.0000,-3.8000,sl,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770328800000,1770332400000,0.0194546728,0.0193408076,-0.5853,-1.3853,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770336000000,1770339600000,0.0190359109,0.0192722364,1.2415,0.4415,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770346800000,1770354000000,0.0192399411,0.0195458821,1.5901,0.7901,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770361200000,1770368400000,0.0195908752,0.0195942413,0.0172,-0.7828,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770372000000,1770386400000,0.0203536095,0.0204245713,0.3486,-0.4514,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770451200000,1770454800000,0.0204443580,0.0200354709,-2.0000,-2.8000,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770462000000,1770465600000,0.0201124314,0.0202330485,0.5997,-0.2003,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770476400000,1770480000000,0.0203836792,0.0204749681,0.4479,-0.3521,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770530400000,1770544800000,0.0203636422,0.0200584555,-1.4987,-2.2987,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770548400000,1770562800000,0.0203665202,0.0199591898,-2.0000,-2.8000,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770570000000,1770584400000,0.0198403329,0.0195782624,-1.3209,-2.1209,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770595200000,1770624000000,0.0197535901,0.0195054072,-1.2564,-2.0564,trail,8
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770634800000,1770645600000,0.0190072870,0.0190929277,0.4506,-0.3494,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770706800000,1770746400000,0.0191806075,0.0186051893,-3.0000,-3.8000,sl,11
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770750000000,1770782400000,0.0187379048,0.0186391263,-0.5272,-1.3272,trail,9
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770793200000,1770807600000,0.0185147913,0.0183080864,-1.1164,-1.9164,trail,4
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770811200000,1770818400000,0.0183348466,0.0187953911,2.5119,1.7119,trail,2
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770829200000,1770840000000,0.0184549834,0.0186265345,0.9296,0.1296,trail,3
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770919200000,1770922800000,0.0193086218,0.0192254640,-0.4307,-1.2307,trail,1
bluechip_mean_revert,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770930000000,1770951600000,0.0193584927,0.0194126353,0.2797,-0.5203,end_of_data,6
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767970800000,1768024800000,0.0368331707,0.0359705364,-2.3420,-3.1420,trail,15
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768183200000,1768226400000,0.0372849192,0.0359663948,-3.5363,-4.3363,trail,12
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768417200000,1768446000000,0.0391791477,0.0379703790,-3.0852,-3.8852,trail,8
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768597200000,1768777200000,0.0366747476,0.0348410102,-5.0000,-5.8000,sl,48
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769004000000,1769011200000,0.0312150817,0.0296543276,-5.0000,-5.8000,sl,2
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769022000000,1769036400000,0.0316319364,0.0303666589,-4.0000,-4.8000,trail,4
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769180400000,1769198400000,0.0302446575,0.0293265665,-3.0355,-3.8355,trail,5
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769223600000,1769313600000,0.0301406869,0.0294330286,-2.3479,-3.1479,trail,25
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769389200000,1769518800000,0.0292247506,0.0284615944,-2.6113,-3.4113,trail,36
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769526000000,1769533200000,0.0292320259,0.0287911412,-1.5082,-2.3082,trail,2
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769598000000,1769608800000,0.0303082139,0.0290958853,-4.0000,-4.8000,trail,3
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769637600000,1769652000000,0.0294143601,0.0282898718,-3.8229,-4.6229,trail,4
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769785200000,1769806800000,0.0264307091,0.0258971042,-2.0189,-2.8189,trail,6
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769994000000,1770001200000,0.0235007404,0.0223257034,-5.0000,-5.8000,sl,2
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770087600000,1770138000000,0.0240697545,0.0237583576,-1.2937,-2.0937,trail,14
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770148800000,1770159600000,0.0249629807,0.0239644615,-4.0000,-4.8000,trail,3
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770480000000,1770526800000,0.0206858807,0.0201917438,-2.3888,-3.1888,trail,13
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770652800000,1770699600000,0.0197193623,0.0192510685,-2.3748,-3.1748,trail,13
bluechip_trend_follow,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770814800000,1770818400000,0.0186889915,0.0184118117,-1.4831,-2.2831,trail,1
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767369600000,1767423600000,0.0359543215,0.0365519673,1.6622,0.8622,trail,14
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767456000000,1767466800000,0.0382976759,0.0385919397,0.7684,-0.0316,trail,3
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767542400000,1767585600000,0.0390241974,0.0380495668,-2.4975,-3.2975,trail,12
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1767628800000,1767686400000,0.0390070643,0.0391574351,0.3855,-0.4145,trail,16
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768035600000,1768086000000,0.0370401033,0.0369806275,-0.1606,-0.9606,trail,14
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768132800000,1768161600000,0.0376836173,0.0365927914,-2.8947,-3.6947,trail,8
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768284000000,1768341600000,0.0374703760,0.0389594516,3.9740,3.1740,trail,16
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768402800000,1768413600000,0.0396753948,0.0385812311,-2.7578,-3.5578,trail,3
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1768662000000,1768719600000,0.0371211796,0.0360075442,-3.0000,-3.8000,trail,15
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769241600000,1769310000000,0.0304205807,0.0297396227,-2.2385,-3.0385,trail,19
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769529600000,1769533200000,0.0295301301,0.0286442262,-3.0000,-3.8000,trail,1
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769598000000,1769601600000,0.0303082139,0.0293989675,-3.0000,-3.8000,trail,1
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1769796000000,1769806800000,0.0270570787,0.0259747955,-4.0000,-4.8000,sl,3
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770091200000,1770109200000,0.0243549376,0.0240058405,-1.4334,-2.2334,trail,5
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770148800000,1770156000000,0.0249629807,0.0242140913,-3.0000,-3.8000,trail,2
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770386400000,1770400800000,0.0208445314,0.0211009698,1.2302,0.4302,trail,4
bluechip_breakout,W_4gBdoc,4gBdoceUxqqcyzgAqkN3wC5FivB34FwFJvTvgdUf6vLz,1770872400000,1770879600000,0.0200817102,0.0196633588,-2.0832,-2.8832,trail,2